ref_vol,aero_linked,jour_vol,time_en_air,etat_voyant,temp en °C,pressure en hPa,vibrations en m/s²
V08581983,B737_2262,2024-06-10,8.2,0,5.0,963.6,1.081
V09363542,B747_4152,2024-06-10,2.9,0,7.4,1000.6,1.726
V00605790,B757_6806,2024-06-10,1.4,0,-4.1,963.0,0.955
V04638007,E175_2945,2024-06-10,6.6,0,7.1,964.5,0.98
V08539386,B747_0262,2024-06-10,2.5,0,13.7,1016.3,4.398
V07193737,A350_0643,2024-06-10,5.2,1,-14.7,931.8,2.232
V00506841,B747_6747,2024-06-10,7.6,0,0.0,950.4,1.475
V00902974,B737_0789,2024-06-10,1.9,1,21.6,897.6,0.688
V01163414,A380_4294,2024-06-10,9.1,0,9.8,951.9,3.633
V08224918,B777_4962,2024-06-10,4.3,0,-11.5,1007.9,1.337
V03570220,CRJ700_3108,2024-06-10,3.3,0,1.8,932.1,4.202
V04383525,A320_1930,2024-06-10,7.2,0,-0.7,1012.6,0.215
V07474333,B777_5397,2024-06-10,5.4,0,5.8,973.0,0.545
V03674792,B747_2846,2024-06-10,5.3,0,9.7,987.6,4.906
V08149122,E175_4082,2024-06-10,8.2,0,18.1,890.4,1.92
V09256271,A320_6493,2024-06-10,5.5,0,8.1,970.8,0.357
V06740018,B747_4824,2024-06-10,9.4,1,-27.7,958.9,4.858
V08822386,A330_5998,2024-06-10,0.6,0,11.5,961.7,1.563
V09011636,B747_2659,2024-06-10,6.5,0,19.0,876.4,0.333
V09331617,A330_3411,2024-06-10,5.6,0,-2.8,913.7,3.951
V01359763,B777_3944,2024-06-10,6.7,0,-6.9,902.1,0.412
V04075910,A380_3155,2024-06-10,4.1,0,10.5,895.1,1.81
V02513468,E175_1426,2024-06-10,3.6,0,0.9,936.4,2.189
V08576863,CRJ700_1788,2024-06-10,9.0,0,3.1,945.4,4.969
V08516287,B757_0375,2024-06-10,7.6,0,-1.1,912.7,2.224
V01976395,B767_2315,2024-06-10,6.9,0,-6.9,928.3,3.166
V03522094,CRJ900_3675,2024-06-10,7.3,0,2.5,918.9,3.717
V00409545,A330_4686,2024-06-10,6.6,0,2.9,952.1,3.876
V01534290,CRJ700_3699,2024-06-10,8.3,0,-2.9,964.7,1.737
V06440859,B777_3000,2024-06-10,4.7,1,-13.9,1037.7,3.846
V01997058,CRJ700_0969,2024-06-10,5.1,0,13.3,896.4,2.126
V09908645,A350_6305,2024-06-10,6.2,0,3.8,954.2,4.882
V05979198,B767_2417,2024-06-10,4.9,0,-1.0,1092.2,1.274
V04236001,E175_3843,2024-06-10,0.6,0,-9.7,902.6,2.398
V09106472,B757_2908,2024-06-10,3.3,0,13.0,983.3,3.29
V08983111,CRJ700_6849,2024-06-10,2.7,0,14.5,987.2,0.844
V06665037,A330_4046,2024-06-10,5.6,0,-2.0,950.4,0.806
V02211081,CRJ900_3749,2024-06-10,6.5,1,-27.1,949.8,1.013
V08490448,B747_0472,2024-06-10,1.9,0,5.3,991.1,1.237
V02150286,E170_1145,2024-06-10,2.7,1,-17.7,902.1,1.116
V07206172,B737_4369,2024-06-10,2.2,0,0.2,986.6,0.311
V00692162,A330_5146,2024-06-10,8.3,0,11.8,939.1,4.76
V02577259,A330_6979,2024-06-10,2.0,0,10.8,931.1,1.717
V04473711,B777_6740,2024-06-10,7.5,0,-11.6,949.5,1.139
V08540080,A340_4940,2024-06-10,11.4,1,-36.5,958.3,0.255
V02715181,B747_6297,2024-06-10,4.3,0,-3.6,915.1,0.743
V01895197,B767_3878,2024-06-10,7.2,0,-4.4,959.8,0.957
V01288106,CRJ700_4386,2024-06-10,4.1,0,7.9,957.2,2.914
V05293796,E170_2583,2024-06-10,3.9,0,14.7,1016.5,1.732
V09068874,A330_3404,2024-06-10,1.4,1,22.3,879.5,4.627
V02448977,CRJ900_1993,2024-06-10,3.3,0,14.4,947.2,4.294
V04930143,B777_4029,2024-06-10,5.0,0,16.9,1038.6,2.972
V07343502,A380_2079,2024-06-10,3.6,1,3.1,974.3,4.46
V08189266,E170_5551,2024-06-10,4.8,0,18.6,986.5,2.632
V09129550,A350_6902,2024-06-10,5.4,0,3.8,869.9,4.746
V08439390,A330_0921,2024-06-10,7.6,0,13.5,962.0,2.437
V02079565,A350_5987,2024-06-10,6.4,0,1.3,993.9,1.733
V09593340,E170_6913,2024-06-10,3.0,0,-4.8,937.0,0.822
V03955461,A321_3707,2024-06-10,4.3,0,-5.5,907.9,3.688
V06731163,E175_6729,2024-06-10,5.2,0,2.4,901.3,3.139
V01508765,CRJ900_6319,2024-06-10,3.1,0,13.0,894.4,0.306
V01932349,A380_6121,2024-06-10,1.4,0,-0.8,892.4,4.995
V08398684,A380_6283,2024-06-10,3.7,0,2.2,919.3,0.823
V00485590,A320_3178,2024-06-10,6.0,0,-5.1,982.2,3.965
V07172187,CRJ700_0545,2024-06-10,4.1,0,8.4,965.1,0.757
V00686113,E170_0081,2024-06-10,6.0,0,2.0,910.5,3.374
V08487719,B757_1844,2024-06-10,6.0,0,-0.0,904.4,1.018
V02106320,A350_4789,2024-06-10,5.8,1,-14.4,939.0,0.949
V01480293,A380_6924,2024-06-10,2.5,0,-10.0,1049.3,3.357
V01215211,B767_0906,2024-06-10,0.6,0,-4.9,846.3,3.182
V01448526,B777_5688,2024-06-10,13.0,1,-14.1,976.5,3.0
V05857342,A320_3521,2024-06-10,8.3,0,-7.8,1100.4,1.976
V05233065,A340_6933,2024-06-10,3.5,0,0.6,941.7,1.447
V04235082,E175_2963,2024-06-10,3.7,1,-14.6,939.8,0.685
V05971649,A330_6095,2024-06-10,8.2,0,13.0,930.8,4.463
V01581716,CRJ700_1968,2024-06-10,4.3,0,0.3,957.0,2.362
V07208674,A320_6731,2024-06-10,0.6,0,6.2,919.5,4.27
V08172856,CRJ700_3181,2024-06-10,11.7,1,-2.9,947.9,4.666
V09825215,A330_2237,2024-06-10,4.7,0,9.2,869.6,0.014
V09284976,B737_0940,2024-06-10,4.3,0,-5.1,918.2,2.476
V07309230,B777_6867,2024-06-10,8.7,0,-2.0,974.5,0.67
V04957948,E175_2805,2024-06-10,7.3,0,7.3,918.4,4.504
V09479567,A380_5199,2024-06-10,11.0,0,0.6,1035.8,4.851
V00106035,E170_1544,2024-06-10,4.5,0,-5.4,995.5,4.379
V07274626,A321_1968,2024-06-10,9.6,1,-12.9,896.2,0.631
V02429052,A350_2804,2024-06-10,3.1,0,-0.9,990.3,3.488
V05622309,CRJ900_6738,2024-06-10,6.6,0,0.5,1036.9,2.77
V04667828,B767_2790,2024-06-10,10.0,0,18.3,924.6,1.805
V06189531,A380_0178,2024-06-10,5.0,0,4.4,921.9,1.934
V09278630,A320_1884,2024-06-10,0.6,0,17.4,872.1,3.525
V03420663,E170_3927,2024-06-10,7.0,0,15.9,942.5,2.371
V06580562,A330_1199,2024-06-10,8.4,0,-2.2,966.1,0.107
V01124816,CRJ900_5500,2024-06-10,6.9,1,5.9,1020.0,3.807
V07545017,CRJ900_4821,2024-06-10,0.6,0,2.0,1011.6,3.923
V07913753,A340_4021,2024-06-10,2.4,0,-5.0,969.7,4.239
V07305953,A350_6031,2024-06-10,6.8,1,-22.6,960.2,1.798
V01853617,CRJ700_2189,2024-06-10,4.7,0,-1.7,995.8,2.357
V08254700,E175_5586,2024-06-10,7.7,0,1.7,1007.0,4.959
V04853864,A350_6495,2024-06-10,5.9,1,-19.0,980.4,4.963
V04722590,CRJ700_1002,2024-06-10,0.6,0,-3.3,920.2,3.881
V01330461,CRJ900_4042,2024-06-10,3.6,0,1.4,929.2,4.615
V06335451,B757_6092,2024-06-10,0.6,0,-7.6,958.8,4.322
V03997808,A321_3033,2024-06-10,5.4,0,2.0,915.3,1.295
V00790410,B767_4924,2024-06-10,4.1,0,5.2,877.6,2.996
V07566880,E175_0620,2024-06-10,4.8,0,5.1,999.9,3.301
V04858145,A320_6242,2024-06-10,5.0,0,-5.7,978.8,4.85
V02299727,E170_4215,2024-06-10,9.4,0,-5.3,944.8,4.565
V08446398,B757_4595,2024-06-10,4.7,0,1.2,975.1,2.642
V01625010,B767_2803,2024-06-10,3.3,0,-7.7,997.2,2.254
V07078034,CRJ700_2863,2024-06-10,10.5,0,6.1,1006.7,3.473
V03979186,B757_0697,2024-06-10,5.5,0,-6.9,990.1,1.901
V09867017,A321_5206,2024-06-10,5.8,0,-4.4,985.4,4.527
V08030134,B747_2389,2024-06-10,2.3,0,-3.1,936.7,3.88
V01305938,A321_5105,2024-06-10,9.3,0,4.2,1002.0,2.354
V09405660,A320_2497,2024-06-10,4.2,0,8.1,965.4,2.216
V02666521,A330_3548,2024-06-10,6.8,0,-11.5,1038.1,4.563
V07892732,A320_5229,2024-06-10,5.3,0,-9.7,1014.5,3.123
V02530430,B737_1936,2024-06-10,4.9,0,12.2,1037.0,1.812
V00273385,A340_4633,2024-06-10,4.7,0,-1.5,953.5,3.88
V02693400,A380_3162,2024-06-10,6.2,1,-14.6,937.0,0.443
V06593899,A380_3607,2024-06-10,2.0,0,16.4,1001.0,4.566
V01635230,B747_0442,2024-06-10,3.6,0,-8.9,1009.4,4.151
V09180415,A330_4856,2024-06-10,5.6,0,-3.1,880.2,2.064
V08559062,B767_4217,2024-06-10,4.1,0,-6.1,949.2,0.273
V00179788,B747_4725,2024-06-10,2.8,0,18.5,971.4,0.876
V05910291,B737_3303,2024-06-10,4.4,0,-8.9,988.6,4.46
V01846524,A330_6708,2024-06-10,6.4,0,-2.7,992.6,0.79
V09601711,E170_3393,2024-06-10,3.6,1,-17.4,963.9,4.809
V04713840,A321_1458,2024-06-10,8.5,1,-12.4,982.8,0.146
V00671175,B737_5581,2024-06-10,7.5,0,9.7,1026.5,3.498
V06285832,B747_4211,2024-06-10,3.6,0,19.1,885.0,1.337
V03122447,A340_6943,2024-06-10,2.3,0,7.2,874.3,0.763
V04363276,E170_6246,2024-06-10,5.5,0,4.9,983.9,4.112
V08410348,E170_4783,2024-06-10,2.8,0,-5.6,917.4,2.231
V01696453,B777_3776,2024-06-10,5.4,0,-7.5,948.5,0.222
V02148475,A350_3976,2024-06-10,9.2,0,-7.0,959.7,1.549
V04956372,CRJ900_5426,2024-06-10,1.0,0,-1.8,917.0,3.466
V00227009,B777_5963,2024-06-10,5.8,0,16.8,955.6,2.411
V09670906,A320_2562,2024-06-10,5.2,0,4.1,913.2,2.742
V05248878,B747_4007,2024-06-10,11.4,1,25.3,957.2,0.956
V01467569,A320_6678,2024-06-10,4.6,1,-13.3,994.2,1.25
V05385871,A350_1177,2024-06-10,3.0,0,-3.6,855.1,0.752
V06913389,E170_1130,2024-06-10,8.9,0,-7.3,980.3,0.694
V09660611,B767_5501,2024-06-10,2.5,0,3.9,904.7,4.239
V01966276,B747_1460,2024-06-11,6.7,0,3.7,958.9,2.085
V01990408,A350_2804,2024-06-11,10.0,0,-11.7,1035.7,1.103
V01060993,A340_6943,2024-06-11,0.6,0,9.6,912.7,1.127
V03724363,CRJ900_3675,2024-06-11,9.3,0,0.5,807.3,0.155
V01857579,E170_6913,2024-06-11,1.4,0,1.4,938.0,1.975
V02050810,A330_6979,2024-06-11,8.4,0,-9.6,969.1,1.263
V04396825,A380_0553,2024-06-11,8.6,1,21.8,983.2,3.29
V00410833,B767_3878,2024-06-11,9.7,0,-2.2,1082.9,3.617
V01975916,CRJ900_1943,2024-06-11,7.1,0,2.4,985.1,4.681
V04225713,B767_0906,2024-06-11,0.6,0,-2.2,1007.1,0.837
V08661770,A320_3521,2024-06-11,5.4,0,-11.3,944.4,1.582
V02579847,A321_3707,2024-06-11,4.2,0,3.0,1007.5,2.424
V00124418,A350_5434,2024-06-11,8.4,0,14.0,1002.8,4.5
V04976713,A320_4367,2024-06-11,5.4,0,6.5,933.0,3.774
V00467979,A340_4633,2024-06-11,3.9,0,-8.7,1058.7,2.218
V05986265,CRJ700_0969,2024-06-11,5.5,0,5.0,858.7,0.382
V08879726,B777_5397,2024-06-11,4.6,0,19.1,969.0,4.618
V02322892,A380_6924,2024-06-11,4.3,0,0.9,931.3,4.902
V07819138,B747_2724,2024-06-11,3.9,0,0.1,1058.6,3.648
V09402949,E170_6353,2024-06-11,6.7,0,1.7,944.9,3.377
V08599195,E175_2945,2024-06-11,2.9,0,-9.9,1019.0,1.976
V00198099,A330_1199,2024-06-11,2.5,0,-3.0,1030.8,2.208
V06490752,B767_4217,2024-06-11,5.5,0,-3.6,1014.3,0.56
V09929412,B767_2368,2024-06-11,6.2,0,10.8,976.6,1.985
V09794184,B747_6747,2024-06-11,4.8,0,-4.1,968.9,3.489
V02890913,A330_6573,2024-06-11,3.7,0,-6.0,922.3,3.127
V04103304,B737_0616,2024-06-11,5.6,0,0.8,865.8,3.991
V06935918,A380_0594,2024-06-11,6.4,0,3.6,1014.0,1.411
V05330215,B777_4962,2024-06-11,7.9,0,-5.9,931.9,1.165
V08528877,CRJ700_6849,2024-06-11,6.0,0,-1.1,973.3,4.884
V01915911,B777_2912,2024-06-11,8.2,0,8.5,875.9,1.697
V04864438,B767_2315,2024-06-11,11.3,1,13.6,1011.0,1.118
V02641228,A330_0921,2024-06-11,2.6,0,7.6,966.3,1.39
V02597814,A320_1930,2024-06-11,8.3,0,-1.0,920.0,1.31
V09973733,A380_2017,2024-06-11,5.9,0,-4.0,919.8,3.104
V09126469,CRJ700_1002,2024-06-11,4.5,0,-3.3,1029.9,4.298
V06682158,CRJ700_3108,2024-06-11,6.0,0,2.6,942.0,0.934
V03240231,B737_0940,2024-06-11,5.4,0,1.6,952.3,1.754
V06744544,A320_5229,2024-06-11,11.6,1,-0.4,923.4,2.347
V04101864,B767_2803,2024-06-11,1.9,0,3.0,893.3,1.719
V02805898,A340_6933,2024-06-11,2.9,0,2.3,906.4,4.781
V02315243,CRJ900_1740,2024-06-11,4.4,0,15.8,925.8,2.787
V07028264,B747_4152,2024-06-11,5.2,0,9.0,922.2,0.507
V00339230,CRJ700_6943,2024-06-11,3.0,0,9.8,873.0,4.306
V06957489,CRJ900_6319,2024-06-11,6.6,0,16.0,976.7,2.998
V02382922,A340_1384,2024-06-11,8.6,0,-8.0,920.5,1.143
V03446422,A380_6878,2024-06-11,1.7,0,-5.1,986.2,4.588
V08132734,A350_5568,2024-06-11,9.3,0,-4.7,1109.5,3.075
V06507413,A321_3033,2024-06-11,9.3,0,10.0,1066.8,2.96
V08195691,E175_4558,2024-06-11,6.1,0,-6.2,933.5,4.968
V05659123,B757_1844,2024-06-11,5.2,0,9.0,917.6,4.418
V00810340,A320_6731,2024-06-11,3.6,0,-1.5,897.9,0.367
V02164615,A380_0415,2024-06-11,3.6,1,-23.2,935.5,1.034
V00760401,A340_2793,2024-06-11,8.0,0,3.3,967.1,0.749
V05733079,A350_1889,2024-06-11,3.3,0,-9.3,1017.7,1.253
V05392769,B757_6806,2024-06-11,4.5,0,-10.2,1000.0,1.263
V08150326,E170_5551,2024-06-11,7.6,0,-8.9,1009.9,4.89
V06000524,B747_3165,2024-06-11,1.2,0,-4.6,993.6,3.89
V03580968,B767_5501,2024-06-11,3.5,0,10.0,951.3,0.548
V07290180,B777_5812,2024-06-11,5.9,0,-2.7,920.0,4.869
V08602763,E170_1130,2024-06-11,0.7,1,-17.1,865.5,4.702
V08649588,B777_6867,2024-06-11,5.4,0,7.9,1046.9,2.365
V04206725,E170_6420,2024-06-11,6.1,0,-11.3,866.2,4.435
V09738868,CRJ900_4042,2024-06-11,4.5,0,-3.7,1052.9,2.854
V08754242,B737_5581,2024-06-11,8.5,1,-15.1,948.4,3.728
V07465225,E170_2583,2024-06-11,3.6,0,-4.0,992.8,0.461
V07254953,B757_0375,2024-06-11,9.2,0,-2.6,966.3,3.847
V04638265,A380_0710,2024-06-11,5.7,0,-3.2,930.3,3.26
V04072110,A330_2237,2024-06-11,6.4,0,10.1,1051.9,4.302
V00319819,A330_5146,2024-06-12,4.5,0,8.3,981.1,2.565
V08385518,B757_4595,2024-06-12,5.2,0,-9.7,1025.4,3.958
V09892305,A340_1505,2024-06-12,3.7,1,21.7,874.4,0.761
V04101353,A380_6283,2024-06-12,8.2,0,4.2,967.4,4.704
V08458991,E175_6879,2024-06-12,9.8,0,3.1,920.0,4.319
V04057198,B737_2262,2024-06-12,0.9,0,7.0,920.9,2.091
V06321813,B747_4007,2024-06-12,6.1,0,-1.2,921.7,1.865
V08162863,A320_6678,2024-06-12,3.6,0,10.0,993.0,0.874
V08167102,B737_1936,2024-06-12,5.4,0,10.7,1034.2,2.873
V02294371,E170_5551,2024-06-12,3.7,1,-17.2,936.6,0.746
V09070502,E170_6353,2024-06-12,6.9,0,3.7,984.5,4.178
V02719678,B757_0375,2024-06-12,9.0,0,6.2,992.5,2.93
V06510952,A350_4039,2024-06-12,3.4,0,19.3,1000.9,3.369
V03602765,B777_0908,2024-06-12,3.1,1,-16.3,833.0,2.556
V02370928,B737_1524,2024-06-12,6.3,0,-2.5,896.5,3.304
V02194655,A320_6814,2024-06-12,7.9,0,-2.7,912.8,2.748
V09103567,A340_6933,2024-06-12,5.8,0,-0.3,992.8,4.863
V08045393,A330_2982,2024-06-12,10.5,0,6.2,910.0,1.602
V05340009,E170_2583,2024-06-12,3.6,0,3.6,1012.7,0.609
V04586540,A321_1458,2024-06-12,3.3,0,2.6,929.7,0.324
V04735636,A350_2655,2024-06-12,5.8,0,-2.9,963.5,4.476
V04632239,A320_1930,2024-06-12,5.7,0,13.4,899.2,2.83
V03604138,CRJ700_1968,2024-06-12,4.9,0,-6.2,870.0,4.099
V07463640,A321_6807,2024-06-12,2.4,0,15.1,1057.2,3.348
V09685951,A320_3178,2024-06-12,5.0,0,12.9,915.9,1.628
V00097661,A320_6242,2024-06-12,2.8,1,23.8,968.1,4.564
V04000046,B777_3000,2024-06-12,4.8,0,-3.4,961.1,2.821
V06132155,B767_2417,2024-06-12,6.5,0,-4.2,983.2,4.389
V02313158,A321_5105,2024-06-12,7.6,0,-4.4,1000.7,2.581
V00125196,A350_1177,2024-06-12,4.1,0,-2.3,979.8,0.889
V01768505,B777_5963,2024-06-12,6.3,0,16.4,928.5,0.15
V09172253,CRJ700_1788,2024-06-12,7.3,0,-9.8,1064.0,3.31
V08102330,A350_6092,2024-06-12,8.7,0,1.1,950.4,4.556
V06473841,A350_2804,2024-06-12,7.5,0,-5.4,952.6,2.815
V08370895,B767_0906,2024-06-12,6.5,0,-0.0,1025.1,0.399
V09905168,B767_5422,2024-06-12,2.3,0,0.8,962.9,3.636
V01741963,B757_1844,2024-06-12,3.0,0,17.1,1100.8,4.854
V00094984,E175_4082,2024-06-12,6.2,0,9.4,888.9,2.441
V01878163,A330_3896,2024-06-12,2.2,0,0.5,969.4,2.37
V04040811,E170_3393,2024-06-12,3.2,0,-1.3,989.2,2.341
V01497041,A330_3411,2024-06-12,5.2,0,9.8,897.7,0.241
V04195314,A321_1968,2024-06-12,6.9,0,3.0,991.3,4.454
V01194547,E170_0081,2024-06-12,4.0,0,-7.9,939.2,2.394
V07941457,B747_6747,2024-06-12,2.5,0,-6.1,949.5,0.156
V00790290,CRJ700_0969,2024-06-12,4.6,0,-6.1,922.0,1.734
V01204798,CRJ900_1993,2024-06-12,4.8,0,-1.2,950.1,3.138
V08523477,CRJ900_5426,2024-06-12,3.8,0,2.8,970.2,4.42
V03974111,B747_2659,2024-06-12,8.2,0,19.8,1020.7,3.828
V01856401,B777_6867,2024-06-12,5.2,1,-18.1,985.1,4.16
V04365225,E170_5551,2024-06-12,10.5,1,-13.8,986.4,3.039
V08881120,B777_4029,2024-06-12,2.8,0,11.1,991.7,3.074
V01788354,A320_2562,2024-06-12,6.7,0,15.2,947.8,0.534
V01959512,B767_3878,2024-06-12,5.1,0,-1.1,962.9,3.163
V03333837,A330_6708,2024-06-12,10.4,0,5.2,921.9,0.951
V08130167,B777_5688,2024-06-12,4.5,0,-4.6,956.9,0.305
V03606241,B747_0262,2024-06-12,6.6,0,19.0,954.9,0.323
V05403395,A340_6943,2024-06-12,7.8,0,1.0,995.0,1.124
V03773363,CRJ900_6738,2024-06-12,3.4,0,2.1,870.7,3.496
V01059115,B757_6092,2024-06-12,8.4,0,-1.6,906.7,4.915
V05466222,A321_3707,2024-06-12,4.5,1,-18.5,812.0,1.268
V04811316,CRJ700_2863,2024-06-12,3.8,0,-3.1,939.6,1.452
V03766417,E175_2945,2024-06-12,3.7,0,2.8,930.2,2.683
V00007021,CRJ900_2577,2024-06-12,6.3,0,-9.4,925.2,4.351
V01086286,A330_3548,2024-06-12,4.6,1,-12.3,953.0,1.551
V03994075,A380_4294,2024-06-12,7.3,0,-4.4,924.9,0.931
V02881782,A340_4633,2024-06-12,4.7,0,18.1,911.2,2.317
V09512254,B777_5812,2024-06-12,6.7,0,-0.7,961.8,3.66
V04439512,B777_5397,2024-06-12,1.7,0,2.5,909.6,2.868
V01201224,CRJ700_4386,2024-06-12,3.7,0,10.9,918.6,1.979
V03745190,A380_0710,2024-06-12,4.6,0,-4.6,934.4,2.732
V06569781,B737_0940,2024-06-12,3.9,0,-8.4,902.4,4.753
V07514947,B747_2389,2024-06-12,3.2,0,1.7,900.9,4.686
V03816334,B737_3303,2024-06-12,9.7,0,13.4,952.2,0.644
V03306545,B747_2846,2024-06-12,4.7,0,-0.6,956.8,1.267
V05665918,B737_0616,2024-06-12,5.4,0,-2.2,973.5,4.635
V03833070,A340_3614,2024-06-12,0.6,0,2.9,946.2,4.345
V00237156,A330_4686,2024-06-12,8.9,1,-13.8,906.4,3.029
V02712039,B747_2724,2024-06-12,9.2,0,-0.8,990.4,3.207
V09570004,A350_4603,2024-06-12,0.6,0,-0.3,1017.3,2.47
V08896337,A380_5199,2024-06-12,9.3,1,-10.6,952.4,1.662
V07464671,B747_0472,2024-06-12,8.1,0,2.2,943.7,2.718
V06907284,CRJ900_3675,2024-06-12,4.1,0,-9.2,962.3,4.854
V06754923,A350_0500,2024-06-12,7.8,0,12.5,1008.7,0.174
V09945876,A340_2793,2024-06-12,9.0,0,11.3,917.3,3.055
V09574296,A340_1384,2024-06-12,4.3,0,8.6,1007.1,1.134
V03833402,E175_5414,2024-06-12,8.7,0,-2.7,1027.6,0.634
V06104221,CRJ700_6943,2024-06-12,8.3,0,14.0,1011.0,3.371
V06562418,CRJ900_5500,2024-06-12,3.7,0,0.2,874.0,0.664
V08830954,A340_3962,2024-06-12,6.6,1,-14.1,919.4,2.744
V03048459,A350_3976,2024-06-12,4.8,0,7.9,1013.5,0.687
V06526464,B737_0789,2024-06-12,6.3,0,3.4,939.5,3.295
V01051251,A340_4940,2024-06-12,3.8,0,7.3,998.4,3.304
V08040401,E170_1145,2024-06-12,6.1,0,-9.4,915.9,4.947
V02370731,A380_0178,2024-06-12,9.7,0,-11.8,989.3,1.561
V00970996,B737_1256,2024-06-12,2.0,0,-4.1,935.8,0.88
V02749777,B757_2908,2024-06-12,9.2,0,18.7,897.4,1.198
V07967123,B747_6800,2024-06-12,8.5,0,-1.3,1048.0,3.323
V09014303,A340_6668,2024-06-12,2.5,0,-3.8,928.1,2.29
V01098617,A330_5998,2024-06-12,2.2,0,11.6,959.2,3.42
V06073785,A330_2237,2024-06-12,0.7,0,2.6,1040.0,2.85
V08856350,A350_3122,2024-06-12,7.5,0,9.0,981.0,4.889
V00520519,E170_3927,2024-06-12,4.8,0,7.8,1006.9,4.085
V07147379,B737_1117,2024-06-12,2.5,0,1.6,943.6,1.804
V03523886,CRJ700_2189,2024-06-12,1.7,0,13.3,950.2,2.932
V07857937,B737_3924,2024-06-12,5.1,0,-3.2,944.5,4.089
V04792647,A350_5434,2024-06-12,5.7,0,1.1,953.7,4.168
V03918941,A330_3404,2024-06-12,3.3,0,-1.6,1013.4,3.441
V04580710,A321_1460,2024-06-12,4.1,0,-6.9,950.2,0.844
V07134440,A340_3887,2024-06-12,4.8,0,7.4,1023.5,4.328
V06950581,E175_5586,2024-06-12,5.7,0,-5.8,1062.7,0.074
V00922584,B747_1988,2024-06-12,5.5,0,3.7,925.9,4.751
V02819834,A320_2497,2024-06-12,1.8,0,-0.1,900.5,0.16
V00937192,E170_4215,2024-06-12,6.8,0,5.4,923.2,3.655
V02644391,A380_6907,2024-06-12,6.1,0,-7.5,903.1,4.13
V05618435,A350_6902,2024-06-12,0.9,0,-9.9,840.8,2.004
V03122121,A350_0643,2024-06-12,2.3,0,10.8,986.0,4.726
V08531304,B747_5273,2024-06-12,6.3,0,11.2,924.5,4.921
V07603528,A330_6979,2024-06-12,4.9,0,3.0,928.5,2.905
V06416849,B767_4217,2024-06-12,8.9,0,-6.3,952.5,2.503
V04434956,B767_4924,2024-06-12,5.5,0,13.4,1025.9,3.029
V05853824,B747_0442,2024-06-12,5.3,0,-1.6,1052.4,3.887
V01002225,B747_4211,2024-06-12,7.7,0,18.7,844.1,2.837
V01369127,A380_3162,2024-06-12,7.5,0,-11.7,995.2,1.298
V09426333,A350_5987,2024-06-12,5.4,0,-1.0,969.2,1.342
V05643635,A320_3521,2024-06-12,1.0,1,-27.7,889.9,4.325
V05671947,B767_0277,2024-06-12,3.5,0,7.2,980.2,4.767
V03274169,A380_3607,2024-06-12,5.6,0,-1.3,920.8,2.12
V03119443,B747_3165,2024-06-12,5.0,0,17.1,1003.9,3.56
V05376942,A350_6305,2024-06-12,9.8,0,2.9,906.1,0.438
V05031169,E175_3843,2024-06-12,8.6,0,2.8,944.9,0.902
V09384085,B747_4152,2024-06-12,4.6,0,2.6,955.5,4.264
V04089965,B777_3944,2024-06-12,5.2,0,-5.7,886.2,3.595
V00985389,A320_4367,2024-06-12,7.3,0,2.5,1036.0,4.641
V01433995,B747_6297,2024-06-12,4.1,0,11.8,1015.0,1.274
V07012885,E170_6913,2024-06-12,3.8,0,-1.6,1014.7,3.52
V08155403,A350_5568,2024-06-12,3.7,1,-19.8,951.1,2.434
V09888161,B757_6416,2024-06-12,4.6,0,-1.5,961.9,2.232
